Starting as master.... 
Starting as slave.... 
(0.227944, 0.141306, 0.198999)
(0.123585, 0.116823, 0.123667)
(0.214207, 0.155717, 0.212346)
(0.122729, 0.113954, 0.171583)
(0.177531, 0.172371, 0.309218)
(0.249354, 0.171478, 0.192826)
(0.347351, 0.336042, 0.417423)
(0.469238, 0.344780, 0.382313)
(0.288667, 0.251262, 0.276427)
(0.184012, 0.177430, 0.235752)
(0.197008, 0.174630, 0.209101)
(0.364966, 0.321244, 0.488141)
(0.232089, 0.191353, 0.412315)
(0.259362, 0.185700, 0.323253)
(0.130466, 0.120306, 0.206662)
(0.505741, 0.438655, 0.468229)
(0.134844, 0.109639, 0.140830)
(0.298881, 0.272531, 0.272531)
(0.153684, 0.139419, 0.155205)
(0.267370, 0.227020, 0.284708)
(0.141344, 0.131059, 0.169099)
(0.146096, 0.140968, 0.191378)
(0.276089, 0.228386, 0.277169)
(0.191634, 0.149421, 0.223374)
(0.216889, 0.162263, 0.198473)
(0.160419, 0.135252, 0.173324)
(0.172862, 0.147622, 0.208037)
(0.136474, 0.115205, 0.172085)
(0.162639, 0.132090, 0.213274)
(0.432103, 0.382693, 0.410666)
(0.194999, 0.138020, 0.230328)
(0.403662, 0.403662, 0.446498)
(0.195961, 0.161424, 0.210867)
(0.123469, 0.120731, 0.192985)
(0.189400, 0.139903, 0.200284)
(0.121370, 0.117928, 0.188121)
(0.194181, 0.181789, 0.188075)
(0.191654, 0.157283, 0.252821)
(0.350071, 0.233220, 0.321322)
(0.246749, 0.240679, 0.332416)
(0.279322, 0.239757, 0.302248)
(0.100574, 0.100574, 0.143878)
(0.131957, 0.119995, 0.154566)
(0.203244, 0.171101, 0.286532)
(0.267933, 0.172999, 0.291249)
(0.565842, 0.365917, 0.427301)
(0.171673, 0.157961, 0.212792)
(0.251330, 0.232881, 0.290643)
(0.255257, 0.254064, 0.357751)
(0.211021, 0.189394, 0.229531)
(0.106277, 0.093307, 0.103700)
(0.153392, 0.124376, 0.203438)
(0.241005, 0.233897, 0.284417)
(0.145541, 0.145541, 0.335559)
(0.392862, 0.178886, 0.196489)
(0.187300, 0.175952, 0.278230)
(0.195869, 0.167412, 0.224016)
(0.216802, 0.177850, 0.251263)
(0.361547, 0.271873, 0.294194)
(0.121757, 0.110137, 0.168139)
(0.195700, 0.154408, 0.304753)
(0.267390, 0.267390, 0.355948)
(0.295009, 0.287752, 0.314794)
(0.145064, 0.113674, 0.164126)
(0.147335, 0.138280, 0.224764)
(0.239483, 0.156399, 0.231869)
(0.210282, 0.195713, 0.282864)
(0.291818, 0.275263, 0.318157)
(0.199675, 0.159601, 0.201125)
(0.475601, 0.434241, 0.482203)
(0.082964, 0.082748, 0.083584)
(0.231179, 0.133516, 0.156620)
(0.251938, 0.249321, 0.295412)
(0.139833, 0.114893, 0.186275)
(0.164338, 0.139051, 0.157351)
(0.116225, 0.099055, 0.143581)
(0.143891, 0.137773, 0.234270)
(0.281362, 0.213218, 0.275030)
(0.145484, 0.143809, 0.222540)
(0.132388, 0.129138, 0.222858)
(0.123313, 0.112784, 0.135884)
(0.146375, 0.115660, 0.144256)
(0.233914, 0.230840, 0.338797)
(0.227345, 0.190944, 0.224316)
(0.189077, 0.184104, 0.206706)
(0.170346, 0.142673, 0.168954)
(0.145432, 0.145432, 0.277811)
(0.210255, 0.180282, 0.255282)
(0.169557, 0.150125, 0.225539)
(0.097342, 0.087783, 0.118418)
(0.138278, 0.129776, 0.190504)
(0.115490, 0.097934, 0.137644)
(0.375855, 0.321392, 0.346883)
(0.110674, 0.110674, 0.162403)
(0.129036, 0.110436, 0.178849)
(0.158146, 0.136718, 0.197151)
(0.243152, 0.169818, 0.283377)
(0.347566, 0.325666, 0.342013)
(0.133381, 0.102679, 0.152419)
(0.124946, 0.112001, 0.194732)
(0.344659, 0.317359, 0.343875)
(0.105494, 0.095595, 0.145743)
(0.149404, 0.131511, 0.205399)
(0.441702, 0.398118, 0.412368)
(0.337607, 0.324389, 0.369996)
(0.111672, 0.101260, 0.167219)
(0.191636, 0.142676, 0.176221)
(0.129240, 0.123347, 0.172835)
(0.194946, 0.172012, 0.178721)
(0.159877, 0.159877, 0.290160)
(0.166356, 0.157811, 0.197668)
(0.339904, 0.182581, 0.244867)
(0.182507, 0.135364, 0.179823)
(0.228429, 0.164975, 0.301961)
(0.253910, 0.253910, 0.305602)
(0.120142, 0.092643, 0.104855)
(0.181593, 0.156322, 0.193675)
(0.235118, 0.222976, 0.262785)
(0.116691, 0.116691, 0.143856)
(0.195989, 0.187375, 0.315100)
(0.195452, 0.180842, 0.266164)
(0.179008, 0.130584, 0.245951)
(0.099817, 0.092976, 0.143775)
(0.242799, 0.226542, 0.394680)
(0.318153, 0.318002, 0.450916)
(0.262729, 0.254701, 0.324624)
(0.093604, 0.092661, 0.166797)
(0.199226, 0.140647, 0.195696)
(0.139807, 0.101328, 0.108842)
(0.296701, 0.192960, 0.238305)
(0.216449, 0.209548, 0.261768)
(0.128505, 0.105534, 0.178189)
(0.114637, 0.103147, 0.236650)
(0.090604, 0.090604, 0.151105)
(0.114134, 0.103790, 0.180419)
(0.124315, 0.090823, 0.116306)
(0.248840, 0.248840, 0.319794)
(0.137746, 0.134073, 0.195128)
(0.201725, 0.141307, 0.148969)
(0.190164, 0.190080, 0.343492)
(0.329634, 0.191001, 0.205337)
(0.171249, 0.140915, 0.235020)
(0.200757, 0.134783, 0.217680)
(0.155216, 0.102716, 0.122628)
(0.170619, 0.162484, 0.251355)
(0.233563, 0.193757, 0.369128)
(0.103637, 0.091719, 0.143831)
(0.178786, 0.165432, 0.232591)
(0.197239, 0.127562, 0.215820)
(0.090227, 0.085083, 0.115946)
(0.195235, 0.178842, 0.245844)
(0.195452, 0.167125, 0.203434)
(0.218756, 0.201023, 0.329732)
(0.319678, 0.317562, 0.368373)
(0.104217, 0.094952, 0.171972)
(0.126794, 0.107193, 0.167557)
(0.115029, 0.106817, 0.154658)
(0.155825, 0.143952, 0.267718)
(0.183839, 0.158890, 0.219879)
(0.207096, 0.118393, 0.147799)
(0.130600, 0.121085, 0.217108)
(0.356594, 0.171088, 0.206530)
(0.111736, 0.111199, 0.145730)
(0.111255, 0.092214, 0.153775)
(0.109363, 0.086268, 0.122417)
(0.114314, 0.104297, 0.154617)
(0.134124, 0.134124, 0.209895)
(0.166237, 0.154967, 0.178012)
(0.117769, 0.089153, 0.147830)
(0.330874, 0.252937, 0.336776)
(0.121457, 0.107057, 0.192141)
(0.149306, 0.126991, 0.136962)
(0.324956, 0.323406, 0.374675)
(0.474839, 0.445326, 0.452491)
(0.149156, 0.125384, 0.159237)
(0.084396, 0.084396, 0.112816)
(0.123969, 0.122290, 0.225541)
(0.097815, 0.088651, 0.151476)
(0.232958, 0.230752, 0.276801)
(0.088348, 0.083381, 0.138236)
(0.120995, 0.113871, 0.223264)
(0.105297, 0.086479, 0.140662)
(0.142129, 0.142129, 0.248939)
(0.103914, 0.100600, 0.142271)
(0.126789, 0.091619, 0.097765)
(0.228144, 0.197377, 0.401046)
(0.367901, 0.363016, 0.444210)
(0.068210, 0.068210, 0.223742)
(0.061980, 0.053585, 0.201506)
(0.074741, 0.057539, 0.209388)
(0.043181, 0.036904, 0.152402)
(0.034459, 0.034256, 0.111375)
(0.104807, 0.057296, 0.214896)
(0.041017, 0.037395, 0.131446)
(0.084834, 0.069207, 0.237976)
(0.058924, 0.039524, 0.142091)
(0.063947, 0.047783, 0.183577)
(0.020534, 0.019997, 0.068151)
(0.092201, 0.036243, 0.121587)
(0.032923, 0.032923, 0.103546)
(0.047163, 0.043657, 0.144571)
(0.090058, 0.043316, 0.149064)
(0.051207, 0.035190, 0.132969)
(0.054332, 0.047111, 0.142660)
(0.035215, 0.035215, 0.130454)
(0.067252, 0.041448, 0.138269)
(0.049665, 0.027563, 0.096789)
(0.096714, 0.047765, 0.173041)
(0.068138, 0.054421, 0.257588)
(0.054137, 0.041993, 0.153140)
(0.019060, 0.019060, 0.062670)
(0.114132, 0.106823, 0.331384)
(0.152818, 0.126269, 0.385429)
(0.053408, 0.033391, 0.100243)
(0.041528, 0.040435, 0.189610)
(0.086652, 0.062447, 0.211731)
(0.203052, 0.203052, 0.325437)
(0.052509, 0.045120, 0.338457)
(0.047090, 0.035658, 0.125624)
(0.048626, 0.040962, 0.129376)
(0.116100, 0.081437, 0.324015)
(0.052720, 0.039485, 0.129132)
(0.103400, 0.095591, 0.329630)
(0.030945, 0.026833, 0.098390)
(0.052375, 0.038780, 0.298698)
(0.039917, 0.035189, 0.159452)
(0.126130, 0.124223, 0.342112)
(0.069451, 0.065820, 0.279169)
(0.030470, 0.028799, 0.103434)
(0.042072, 0.033762, 0.111009)
(0.032978, 0.024863, 0.087450)
(0.039004, 0.031101, 0.104671)
(0.023135, 0.022254, 0.080995)
(0.036309, 0.032111, 0.122810)
(0.030937, 0.027136, 0.108441)
(0.080788, 0.044253, 0.141819)
(0.050450, 0.046392, 0.173274)
(0.054562, 0.027778, 0.083982)
(0.030254, 0.018312, 0.056850)
(0.048015, 0.039962, 0.153953)
(0.054042, 0.027097, 0.111793)
(0.053813, 0.025719, 0.093262)
(0.054252, 0.024562, 0.073687)
(0.093076, 0.076194, 0.378792)
(0.046287, 0.026412, 0.085476)
(0.036326, 0.030744, 0.139236)
(0.024218, 0.024218, 0.072654)
(0.027059, 0.019359, 0.059526)
(0.057216, 0.038330, 0.130247)
(0.043196, 0.027719, 0.085711)
(0.063146, 0.039899, 0.128032)
(0.045592, 0.027966, 0.108758)
(0.063505, 0.046105, 0.154358)
(0.059267, 0.030571, 0.119750)
(0.022717, 0.019947, 0.062853)
(0.086300, 0.054521, 0.227341)
(0.054010, 0.042204, 0.241976)
(0.048888, 0.034407, 0.167208)
(0.041210, 0.041210, 0.142020)
(0.031189, 0.019952, 0.066918)
(0.050967, 0.029489, 0.099637)
(0.069916, 0.069916, 0.255369)
(0.045008, 0.041678, 0.153057)
(0.030479, 0.026237, 0.112812)
(0.057522, 0.027192, 0.084862)
(0.083021, 0.075312, 0.227676)
(0.031957, 0.017601, 0.052803)
(0.029862, 0.020652, 0.061956)
(0.083573, 0.045195, 0.143459)
(0.146146, 0.119032, 0.428918)
(0.022773, 0.022773, 0.078349)
(0.041307, 0.030097, 0.091118)
(0.074611, 0.046063, 0.145938)
(0.022982, 0.018173, 0.074674)
(0.052742, 0.041710, 0.197197)
(0.033013, 0.033013, 0.139891)
(0.059644, 0.028777, 0.092432)
(0.071653, 0.044757, 0.146881)
(0.030607, 0.030607, 0.105954)
(0.036351, 0.029032, 0.142490)
(0.022047, 0.022047, 0.066142)
(0.045354, 0.045354, 0.142054)
(0.016166, 0.014448, 0.043343)
(0.044403, 0.044403, 0.286727)
(0.015348, 0.012051, 0.037307)
(0.034818, 0.027872, 0.131069)
(0.056282, 0.028068, 0.087257)
(0.026566, 0.024292, 0.098224)
(0.019029, 0.019029, 0.068603)
(0.030264, 0.028222, 0.151437)
(0.039560, 0.032827, 0.128424)
(0.012774, 0.012774, 0.038322)
